Flight_ID,Date,Time,Aircraft_Type,Aircraft_Age,Flight_Hours,Crew_Experience,Pilot_Error_Flag,Altitude,Airspeed,Weather_Condition,Visibility,Wind_Speed,Temperature,Icing_Condition,Mechanical_Failure_Flag,Engine_Failure_Type,Maintenance_History,Air_Traffic_Control_Issue,Flight_Phase,Terrain_Type,Crash_Severity,Casualties,Survivors,External_Factor,Flight_Data_Anomaly_Score,Crash_Cause,Crash_Risk_Score
FL1265,12-07-2019,18:39:07,Airbus A321,9.1,69815,12775,TRUE,7119,314,Clear,11.8,3,39,FALSE,FALSE,Bird Strike,1,FALSE,Approach,Runway,Minor,0,282,None,0.1,Weather,0.64
FL0880,23-12-2018,18:32:37,Boeing 737-900,10.1,32798,7769,TRUE,39590,180,Rain,13.7,13,42,TRUE,TRUE,Bird Strike,1,FALSE,Climb,Rural,Fatal,219,2,Terrorism,0.28,ATC,0.69
FL7919,13-07-2024,01:35:16,Embraer E190,20.2,54423,6837,TRUE,2348,429,Storm,4.8,0,-2,FALSE,TRUE,Fuel System,0,FALSE,Takeoff,Runway,Fatal,16,126,None,0.37,External,0.49
FL7582,18-10-2018,00:21:24,Boeing 737-600,20.2,67044,17532,TRUE,33729,313,Storm,4.6,29,27,TRUE,TRUE,Bird Strike,2,TRUE,Approach,Mountain,Minor,0,142,None,0.93,External,0.3
FL6900,16-02-2019,11:38:41,Boeing 737-700,24.2,27793,10455,FALSE,947,137,Fog,4.9,6,-19,TRUE,TRUE,Fuel System,1,FALSE,Approach,Ocean,Minor,0,201,Bird Strike,0.89,ATC,0.3
FL7426,30-04-2022,05:52:20,Boeing 767,22.4,27373,10055,TRUE,5645,394,Fog,10.1,1,34,TRUE,FALSE,Bird Strike,2,TRUE,Descent,Runway,Fatal,216,19,Terrorism,0.12,Mechanical Failure,0.6
FL7295,24-08-2021,03:42:52,Boeing 737-900,9.2,36230,1609,FALSE,18949,534,Fog,14.4,29,12,TRUE,TRUE,Compressor Stall,5,TRUE,Approach,Rural,Fatal,58,144,Terrorism,0.88,ATC,0.41
FL8502,25-01-2024,05:05:56,Cessna 172,9.5,58486,5809,TRUE,13240,203,Clear,10.2,6,-6,TRUE,FALSE,Compressor Stall,1,FALSE,Landing,Runway,Minor,0,330,Bird Strike,0.12,External,0.61
FL1310,20-07-2019,06:01:13,Airbus A380,11.5,66337,14599,FALSE,9656,233,Fog,11.6,18,-4,FALSE,TRUE,Bird Strike,3,FALSE,Approach,Mountain,Fatal,141,143,None,0.97,External,0.84
FL4633,22-10-2024,01:18:02,Airbus A350,23.3,20533,3315,TRUE,34702,394,Storm,1.8,32,10,FALSE,TRUE,Bird Strike,2,TRUE,Takeoff,Ocean,Non-Fatal,0,222,Terrorism,0.67,Weather,0.17
FL8170,16-11-2023,03:59:58,Boeing 747-800,17.4,45116,5424,TRUE,9482,272,Clear,11.4,24,0,FALSE,TRUE,Fuel System,3,TRUE,Climb,Ocean,Minor,0,97,None,0.77,Weather,0.55
FL7585,31-07-2018,06:51:02,Boeing 737-700,23.1,30838,13896,TRUE,12912,126,Fog,9,34,41,TRUE,TRUE,Compressor Stall,2,FALSE,Takeoff,Urban,Fatal,73,186,Terrorism,0.14,Mechanical Failure,0.9
FL2140,23-07-2024,11:29:07,Airbus A350,10.4,37928,5667,FALSE,12111,511,Fog,4.9,1,41,FALSE,FALSE,Compressor Stall,3,TRUE,Approach,Rural,Minor,0,88,Terrorism,0.96,Weather,0.28
FL2418,03-11-2018,16:08:36,Cessna 172,3.2,6741,13967,FALSE,29775,403,Fog,2.8,18,43,TRUE,FALSE,Compressor Stall,3,TRUE,Approach,Ocean,Non-Fatal,0,103,Bird Strike,0.47,ATC,0.94
FL2371,03-08-2023,02:06:20,Embraer E190,7.1,66955,17773,FALSE,35978,148,Rain,10.8,11,44,FALSE,TRUE,Compressor Stall,5,FALSE,Approach,Mountain,Minor,0,121,Terrorism,0.55,External,0.69
FL2060,23-12-2023,14:05:11,Airbus A380,2.7,10126,3078,TRUE,29493,371,Storm,8.4,19,-11,FALSE,FALSE,Fuel System,1,FALSE,Cruise,Rural,Fatal,131,213,Bird Strike,0.28,ATC,0.84
FL9752,23-11-2024,06:35:09,Embraer E190,3.4,66999,19095,TRUE,1588,288,Storm,0.6,5,0,TRUE,FALSE,Compressor Stall,3,FALSE,Approach,Rural,Fatal,307,5,Bird Strike,0.01,Mechanical Failure,0.88
FL4887,17-02-2024,08:52:56,Boeing 767,4.6,43655,19363,TRUE,25798,546,Fog,5.1,13,-4,FALSE,FALSE,Fuel System,3,TRUE,Landing,Ocean,Fatal,178,65,None,0.36,Mechanical Failure,0.25
FL8581,21-01-2025,12:05:17,Airbus A380,8.3,29820,12519,FALSE,13302,300,Fog,14.6,4,11,TRUE,TRUE,Compressor Stall,5,FALSE,Cruise,Mountain,Non-Fatal,0,202,None,0.77,Mechanical Failure,0.25
FL8980,05-05-2024,17:41:49,Boeing 767,19.7,11910,18443,FALSE,3155,327,Storm,9.6,7,0,FALSE,TRUE,Bird Strike,1,TRUE,Climb,Rural,Minor,0,161,None,0.05,Weather,0.11
FL7189,01-06-2023,04:58:12,Bombardier CRJ,2.9,55784,11622,FALSE,24629,333,Rain,1.8,34,-2,TRUE,FALSE,None,2,FALSE,Climb,Runway,Minor,0,50,None,0.13,Human Error,0.29
FL4764,30-11-2021,15:16:57,Boeing 737-900,18,54415,8187,FALSE,19501,526,Snow,8,14,34,TRUE,TRUE,Compressor Stall,2,TRUE,Landing,Urban,Minor,0,349,Bird Strike,0.07,ATC,0.04
FL0668,26-11-2020,21:31:47,Boeing 747-400,17.6,32342,5648,TRUE,8686,483,Storm,11.4,33,0,FALSE,TRUE,None,0,FALSE,Climb,Runway,Fatal,115,223,None,0.28,Mechanical Failure,0.99
FL3561,17-06-2019,21:13:23,Cessna 172,16.4,14463,7463,FALSE,28182,221,Storm,2.9,18,-1,TRUE,FALSE,None,5,FALSE,Approach,Rural,Fatal,249,98,Terrorism,0,Weather,0.95
FL2658,23-03-2020,05:34:27,Boeing 737-800,8.6,15421,2647,FALSE,11673,237,Snow,10.2,0,44,FALSE,FALSE,Fuel System,0,TRUE,Takeoff,Rural,Non-Fatal,0,167,Bird Strike,0.9,Human Error,0.94
FL2202,19-04-2023,12:25:09,Airbus A320,22.5,58526,10189,FALSE,25477,275,Fog,7.8,30,-12,FALSE,TRUE,None,5,FALSE,Cruise,Urban,Fatal,155,186,Terrorism,0.3,Mechanical Failure,0.66
FL8005,23-11-2019,01:40:19,Airbus A319,24.9,29947,10629,TRUE,6514,260,Clear,6.6,19,6,FALSE,FALSE,Fuel System,1,TRUE,Landing,Mountain,Minor,0,1,Terrorism,0.89,Mechanical Failure,0.11
FL7601,12-11-2023,07:49:40,Boeing 777,9,30825,9478,TRUE,22513,206,Storm,9.8,10,-8,TRUE,TRUE,Bird Strike,5,TRUE,Descent,Runway,Non-Fatal,0,279,None,0.29,Mechanical Failure,0.77
FL1299,01-12-2024,12:51:30,Bombardier CRJ,18.6,20005,17874,FALSE,34833,421,Snow,3.8,5,-17,FALSE,FALSE,Compressor Stall,5,FALSE,Climb,Urban,Minor,0,254,Bird Strike,0.8,ATC,0.08
FL8386,29-08-2021,07:42:27,Boeing 747-400,1.7,44817,5079,TRUE,4882,506,Clear,7.1,13,23,FALSE,FALSE,Fuel System,5,TRUE,Landing,Runway,Fatal,343,6,None,0.83,Mechanical Failure,0.88
FL6056,14-05-2025,14:25:09,Airbus A350,2.8,7133,14189,TRUE,28439,128,Storm,1.8,26,-2,FALSE,TRUE,None,1,TRUE,Cruise,Ocean,Non-Fatal,0,130,Bird Strike,0.06,External,0.61
FL0872,27-11-2019,00:15:15,Boeing 747-800,14.7,49106,9915,FALSE,28710,407,Fog,13.7,4,2,TRUE,TRUE,None,0,TRUE,Descent,Runway,Non-Fatal,0,278,Bird Strike,0.66,Mechanical Failure,0.66
FL4735,04-04-2023,06:22:32,Boeing 767,19,41467,2110,FALSE,871,234,Snow,2.7,25,-14,FALSE,FALSE,Compressor Stall,5,FALSE,Climb,Runway,Non-Fatal,0,269,Terrorism,0.83,Weather,0.19
FL3692,15-07-2021,16:53:56,Boeing 737-800,2.6,18402,6232,TRUE,24223,240,Rain,8.2,30,-7,TRUE,FALSE,Bird Strike,4,FALSE,Landing,Runway,Non-Fatal,0,261,Terrorism,0.77,Mechanical Failure,0.23
FL0040,02-12-2018,22:53:08,Bombardier CRJ,8.1,22522,19932,FALSE,24823,361,Fog,9.2,28,13,FALSE,TRUE,Fuel System,5,FALSE,Cruise,Rural,Non-Fatal,0,48,Bird Strike,0.12,Weather,0.18
FL2291,26-06-2020,03:29:02,Airbus A319,9.9,11820,8241,FALSE,2681,459,Snow,2.7,1,-16,TRUE,TRUE,Fuel System,3,TRUE,Approach,Runway,Minor,0,11,None,0.91,External,0.01
FL8131,08-02-2024,21:16:46,Airbus A319,8.4,29353,5305,TRUE,39615,169,Fog,1.2,15,29,TRUE,TRUE,Compressor Stall,4,TRUE,Cruise,Mountain,Non-Fatal,0,235,None,0.01,Weather,0.56
FL9740,07-11-2024,13:41:30,Airbus A330,10.6,9960,10346,TRUE,13776,428,Snow,11,31,20,TRUE,TRUE,Bird Strike,2,TRUE,Takeoff,Ocean,Fatal,180,129,Bird Strike,0.61,Weather,0.41
FL4015,03-10-2018,10:47:11,Boeing 747-400,3.7,50216,8253,FALSE,23308,479,Snow,14.7,4,-9,TRUE,TRUE,Bird Strike,0,FALSE,Approach,Runway,Non-Fatal,0,165,None,0.5,Weather,0.95
FL5159,06-11-2021,07:24:48,Boeing 747-800,14.6,50780,1493,FALSE,25013,277,Rain,12.5,25,6,FALSE,FALSE,Bird Strike,1,TRUE,Climb,Urban,Non-Fatal,0,186,Terrorism,0.3,External,0.33
FL6359,13-06-2025,00:18:38,Boeing 747-800,12.6,25190,1312,TRUE,11020,492,Clear,6.6,4,-12,TRUE,FALSE,Fuel System,0,TRUE,Landing,Ocean,Fatal,265,47,None,0.41,Human Error,0.02
FL7272,31-08-2021,15:55:02,Boeing 767,24.7,45447,10039,TRUE,27751,481,Fog,4.2,15,-17,FALSE,TRUE,None,1,FALSE,Approach,Mountain,Fatal,171,79,Terrorism,0.74,Weather,0.19
FL1789,09-01-2021,05:17:39,Cessna 172,9,40065,13158,TRUE,25853,211,Rain,13.8,11,35,TRUE,TRUE,None,5,TRUE,Approach,Runway,Fatal,109,93,None,0.84,Mechanical Failure,0.69
FL9838,22-11-2019,19:11:33,Embraer E175,24.3,17065,5824,TRUE,9872,409,Clear,9.8,29,24,TRUE,FALSE,Compressor Stall,5,TRUE,Approach,Mountain,Fatal,160,136,None,0.55,Mechanical Failure,0.69
FL3909,25-01-2024,03:52:49,Embraer E190,22.9,63602,7642,FALSE,5221,358,Storm,13.3,9,-15,TRUE,FALSE,None,4,TRUE,Takeoff,Urban,Non-Fatal,0,328,Bird Strike,0.59,ATC,0.91
FL5066,12-04-2020,16:35:08,Boeing 737-800,7.7,32545,15586,FALSE,33193,231,Storm,12.9,8,-15,TRUE,TRUE,Compressor Stall,1,TRUE,Landing,Urban,Minor,0,30,Bird Strike,0.99,Mechanical Failure,0.59
FL4906,21-02-2019,18:01:53,Embraer E190,8.2,14630,14908,TRUE,5896,170,Rain,14.7,34,0,FALSE,FALSE,None,4,FALSE,Landing,Mountain,Minor,0,40,Bird Strike,0.32,Human Error,0.87
FL1289,31-01-2023,15:48:44,Boeing 737-600,19.5,18605,1349,FALSE,19980,485,Storm,10.4,23,20,FALSE,TRUE,Fuel System,4,TRUE,Landing,Rural,Minor,0,20,Bird Strike,0.79,Mechanical Failure,0.4
FL6447,24-08-2022,12:27:36,Boeing 767,8.3,48256,14790,TRUE,41320,412,Snow,9.5,15,3,FALSE,TRUE,Compressor Stall,2,FALSE,Cruise,Runway,Fatal,67,168,Bird Strike,0.97,Human Error,0.76
FL5097,18-11-2023,16:42:14,Airbus A330,19.1,57903,9846,FALSE,36773,525,Rain,14.4,16,4,FALSE,FALSE,None,5,FALSE,Cruise,Ocean,Fatal,322,13,Terrorism,0.91,Mechanical Failure,0.32
FL5122,03-01-2021,14:06:03,Boeing 737-600,25,5347,9597,FALSE,20359,547,Rain,9.6,26,37,TRUE,TRUE,Bird Strike,3,FALSE,Takeoff,Mountain,Fatal,310,28,Terrorism,0.75,Human Error,0.79
FL6806,11-07-2019,04:35:34,Airbus A350,14.5,62496,12054,FALSE,32965,505,Storm,8.9,23,22,TRUE,FALSE,Compressor Stall,1,TRUE,Climb,Ocean,Minor,0,41,Bird Strike,0.18,External,0.94
FL6777,16-05-2022,13:03:08,Airbus A330,2.1,51694,4968,FALSE,13812,385,Rain,14.2,24,38,FALSE,TRUE,Fuel System,0,FALSE,Climb,Runway,Non-Fatal,0,109,Terrorism,0.14,Weather,0.44
FL0822,03-01-2020,08:12:38,Boeing 747-800,15.9,50090,11176,TRUE,34624,489,Storm,6.8,9,22,TRUE,FALSE,None,0,TRUE,Takeoff,Mountain,Minor,0,163,Terrorism,0.22,ATC,0.74
FL1114,06-01-2020,05:59:36,Airbus A320,21.7,51692,17512,TRUE,10676,159,Fog,14.1,6,35,TRUE,TRUE,Fuel System,3,FALSE,Landing,Urban,Minor,0,244,None,0.49,ATC,0.52
FL2300,08-10-2019,20:24:07,Boeing 767,18.3,50227,15842,FALSE,35116,231,Rain,8.4,2,11,TRUE,TRUE,Compressor Stall,4,TRUE,Descent,Rural,Non-Fatal,0,172,Terrorism,0.26,ATC,0.21
FL4853,02-09-2018,23:45:56,Boeing 767,9.9,15109,10600,FALSE,21608,176,Clear,1.9,14,23,FALSE,TRUE,Bird Strike,3,TRUE,Approach,Mountain,Minor,0,209,Terrorism,0.95,ATC,0.43
FL1292,08-05-2024,10:29:29,Cessna 172,5.2,47767,16279,FALSE,13606,540,Snow,4.9,9,23,TRUE,TRUE,None,2,FALSE,Cruise,Ocean,Fatal,108,83,Terrorism,0.94,ATC,0.36
FL7958,10-12-2022,10:23:40,Airbus A319,12.3,61689,6780,TRUE,36031,286,Snow,1.9,4,-10,TRUE,TRUE,Fuel System,2,TRUE,Climb,Runway,Non-Fatal,0,16,Bird Strike,0.75,External,0.88
FL2133,25-11-2021,04:45:44,Airbus A330,12,59041,4310,FALSE,30281,317,Rain,9.6,19,6,FALSE,TRUE,None,0,TRUE,Landing,Urban,Minor,0,108,None,0.56,ATC,0.72
FL3314,27-06-2021,15:54:53,Airbus A330,19.2,41785,5900,TRUE,19933,268,Snow,14,20,17,TRUE,TRUE,Compressor Stall,0,FALSE,Landing,Urban,Fatal,208,9,Bird Strike,0.94,Weather,0.5
FL1294,14-10-2021,04:04:55,Boeing 737-700,17.3,8490,6948,FALSE,8103,419,Rain,4.3,17,1,TRUE,FALSE,Compressor Stall,1,TRUE,Cruise,Runway,Fatal,176,154,Terrorism,0.31,External,0.09
FL5681,14-08-2019,19:58:55,Boeing 777,22.1,56967,14305,TRUE,346,251,Clear,8.9,25,38,TRUE,TRUE,Fuel System,3,FALSE,Descent,Rural,Minor,0,32,None,0.61,Weather,0.26
FL1229,05-10-2024,08:03:56,Airbus A319,22.8,66581,1600,TRUE,16367,490,Storm,10.3,20,13,FALSE,FALSE,Bird Strike,2,FALSE,Approach,Ocean,Non-Fatal,0,192,Terrorism,0.01,Mechanical Failure,0.67
FL2546,05-08-2020,09:25:54,Airbus A330,13,7408,15636,FALSE,34254,296,Rain,7.8,15,41,FALSE,FALSE,Compressor Stall,4,FALSE,Approach,Urban,Fatal,290,58,Terrorism,0.02,ATC,0.14
FL8231,25-10-2023,09:37:37,Boeing 767,20.1,50963,1987,FALSE,14180,181,Clear,6.1,29,8,FALSE,TRUE,None,4,FALSE,Cruise,Runway,Fatal,222,9,None,0.34,ATC,0.23
FL9388,16-06-2021,01:51:43,Boeing 737-900,4.6,11694,15746,TRUE,8672,273,Storm,14.1,1,13,FALSE,TRUE,Compressor Stall,5,FALSE,Cruise,Runway,Fatal,119,32,None,0.49,ATC,0.99
FL7979,21-12-2020,00:16:44,Boeing 737-800,2.7,13273,13710,TRUE,11791,211,Storm,6,6,40,FALSE,TRUE,None,5,FALSE,Descent,Mountain,Minor,0,326,Terrorism,0.03,ATC,0.34
FL1482,22-12-2020,16:30:16,Airbus A380,16.7,17713,19872,FALSE,37517,359,Clear,13.7,9,-3,FALSE,FALSE,Fuel System,0,FALSE,Descent,Ocean,Fatal,293,1,Terrorism,0.28,Human Error,0.4
FL2118,30-11-2019,09:34:42,Bombardier CRJ,4.5,28870,5646,TRUE,16191,367,Rain,0.9,22,6,TRUE,TRUE,Fuel System,3,TRUE,Climb,Ocean,Minor,0,47,Bird Strike,0.63,Human Error,0.98
FL5307,18-06-2021,01:32:29,Bombardier CRJ,7.7,57365,14428,TRUE,27468,151,Snow,14.4,0,30,TRUE,FALSE,Compressor Stall,3,TRUE,Climb,Urban,Fatal,51,161,Terrorism,0.87,Weather,0.32
FL6608,23-08-2018,17:54:03,Airbus A330,0.5,35147,9768,FALSE,18034,246,Snow,14.1,21,12,TRUE,TRUE,Bird Strike,3,TRUE,Descent,Mountain,Non-Fatal,0,245,None,0.56,ATC,0.08
FL1922,05-08-2022,08:27:52,Boeing 777,4.1,58017,6801,TRUE,21847,278,Rain,6.8,24,33,TRUE,TRUE,Compressor Stall,1,FALSE,Approach,Mountain,Non-Fatal,0,222,Terrorism,0.59,Weather,0.8
FL2387,05-12-2018,22:10:03,Embraer E190,4.5,53344,14866,TRUE,39747,126,Clear,10.3,1,6,FALSE,TRUE,Fuel System,4,TRUE,Takeoff,Ocean,Non-Fatal,0,30,None,0.74,Weather,0.41
FL4453,01-02-2019,07:33:42,Embraer E175,19.8,48125,18068,FALSE,28920,213,Storm,0.9,11,38,FALSE,FALSE,Fuel System,5,TRUE,Landing,Mountain,Minor,0,87,Bird Strike,0.92,Weather,0.6
FL5960,29-08-2020,02:18:37,Airbus A319,17.1,50561,12829,FALSE,21586,312,Rain,12.4,15,-6,FALSE,FALSE,Fuel System,5,TRUE,Takeoff,Urban,Non-Fatal,0,130,None,0.91,Weather,0.22
FL2722,13-10-2023,19:53:45,Boeing 747-800,14.4,40624,4337,TRUE,21828,245,Rain,5,1,33,FALSE,FALSE,None,5,TRUE,Cruise,Runway,Fatal,168,156,Bird Strike,0.78,ATC,0.12
FL0086,04-08-2018,23:36:29,Boeing 787,23.2,65999,13052,FALSE,31918,486,Snow,5.3,9,23,FALSE,FALSE,Bird Strike,4,FALSE,Descent,Mountain,Minor,0,29,None,0.96,Human Error,0.88
FL1695,27-06-2019,07:09:33,Boeing 737-600,14.6,22150,14979,FALSE,13523,521,Rain,4.9,26,5,FALSE,TRUE,Fuel System,3,FALSE,Approach,Urban,Fatal,336,0,Terrorism,0.75,Weather,0.54
FL8820,02-10-2021,21:15:32,Bombardier CRJ,22.3,64324,11516,TRUE,35926,533,Rain,2.8,0,28,TRUE,TRUE,None,2,TRUE,Cruise,Mountain,Fatal,238,2,Terrorism,0.65,External,0.44
FL8625,15-05-2021,16:38:46,Airbus A350,3.7,31702,19695,FALSE,18505,392,Snow,10.6,4,28,FALSE,FALSE,Compressor Stall,2,FALSE,Landing,Ocean,Minor,0,337,Bird Strike,0.82,Weather,1
FL1231,07-02-2019,19:40:30,Boeing 767,2.4,13492,12816,FALSE,13471,281,Fog,4.1,2,2,FALSE,FALSE,Bird Strike,1,TRUE,Landing,Rural,Non-Fatal,0,183,Bird Strike,0.85,External,0.59
FL4253,08-07-2019,14:57:48,Airbus A319,16.4,42835,6293,FALSE,2778,196,Rain,12.4,23,28,FALSE,FALSE,None,4,FALSE,Landing,Runway,Fatal,199,29,None,0.93,ATC,0.48
FL3912,16-11-2021,21:26:11,Boeing 787,8.8,48681,16214,TRUE,20503,414,Fog,9.1,9,29,FALSE,TRUE,Fuel System,0,TRUE,Takeoff,Ocean,Fatal,24,296,Bird Strike,0.9,ATC,0.35
FL1376,22-12-2019,07:43:01,Airbus A320,13.3,50386,14799,FALSE,28276,193,Snow,3.2,31,0,TRUE,TRUE,Fuel System,3,TRUE,Takeoff,Mountain,Fatal,66,169,Bird Strike,0.69,Mechanical Failure,0.3
FL5292,25-12-2018,14:39:21,Bombardier CRJ,14.6,54378,15239,TRUE,12343,385,Rain,8,13,9,TRUE,FALSE,None,1,TRUE,Cruise,Ocean,Fatal,119,48,Terrorism,0.51,Weather,0.8
FL2468,06-04-2025,11:39:28,Boeing 767,22.2,10239,16228,TRUE,6255,459,Clear,12.6,9,14,TRUE,FALSE,Bird Strike,1,TRUE,Approach,Mountain,Fatal,197,35,Bird Strike,0.94,Mechanical Failure,0.12
FL6785,02-07-2019,10:31:00,Boeing 787,15.4,40279,3129,FALSE,27412,222,Snow,2.8,3,-16,FALSE,FALSE,None,0,FALSE,Takeoff,Rural,Minor,0,244,None,0.01,Human Error,0.08
FL5426,14-03-2023,23:43:28,Boeing 747-400,4.5,53524,19265,TRUE,30516,322,Clear,2.2,6,-6,FALSE,TRUE,None,0,FALSE,Cruise,Urban,Minor,0,44,Terrorism,0.61,Weather,0.93
FL4672,10-12-2019,09:14:49,Embraer E190,25,57521,10678,TRUE,18564,253,Clear,11.7,9,17,FALSE,TRUE,Fuel System,4,TRUE,Landing,Urban,Fatal,18,191,Bird Strike,0.86,External,0.53
FL3649,01-12-2021,05:00:25,Boeing 737-600,11.7,7687,16957,FALSE,16007,451,Snow,1.5,25,34,FALSE,FALSE,Bird Strike,1,FALSE,Landing,Rural,Non-Fatal,0,161,Bird Strike,0.17,Weather,0.16
FL7792,17-03-2020,22:17:55,Airbus A330,20.8,62222,16883,TRUE,38891,375,Storm,4.6,10,15,FALSE,FALSE,Compressor Stall,1,TRUE,Descent,Ocean,Non-Fatal,0,209,Bird Strike,0.53,ATC,0.33
FL1569,09-02-2024,06:52:20,Airbus A320,16.1,66179,3219,FALSE,19818,543,Fog,4.6,34,-7,FALSE,FALSE,Bird Strike,1,TRUE,Landing,Runway,Non-Fatal,0,46,Terrorism,0.99,ATC,0.95
FL6488,28-08-2022,15:39:12,Airbus A330,2.6,8708,19612,TRUE,15257,195,Snow,11.3,0,29,FALSE,FALSE,Bird Strike,1,TRUE,Takeoff,Runway,Non-Fatal,0,48,Bird Strike,0.19,Mechanical Failure,0.1
FL7949,25-06-2019,01:53:36,Bombardier CRJ,19.8,19871,9591,TRUE,1567,152,Storm,3.8,14,6,FALSE,TRUE,Fuel System,1,TRUE,Takeoff,Mountain,Fatal,276,53,Terrorism,0.11,Weather,0.44
FL3965,22-11-2019,12:15:46,Airbus A330,8.9,64940,1891,TRUE,33748,167,Snow,8.5,1,-15,FALSE,FALSE,Fuel System,1,TRUE,Climb,Ocean,Minor,0,168,Terrorism,0.79,External,0.01
FL8895,16-05-2022,17:25:58,Boeing 777,16.1,67038,18313,FALSE,37832,528,Clear,13.4,6,21,TRUE,TRUE,Compressor Stall,4,FALSE,Approach,Ocean,Fatal,49,281,Bird Strike,0.52,Mechanical Failure,0.43
FL1098,10-01-2024,08:31:11,Boeing 747-400,11.6,12441,12908,TRUE,21935,542,Snow,2.6,17,-19,TRUE,FALSE,Compressor Stall,2,TRUE,Descent,Runway,Minor,0,212,Bird Strike,0.83,Human Error,0.66
FL1033,07-08-2020,14:52:26,Boeing 787,18.8,41581,11397,TRUE,20329,348,Snow,0.9,28,-10,FALSE,TRUE,Bird Strike,4,TRUE,Descent,Rural,Minor,0,153,Bird Strike,0.41,ATC,0.01
FL3287,25-08-2023,08:48:31,Bombardier CRJ,19.9,10386,9665,TRUE,16247,104,Storm,6.5,3,11,TRUE,TRUE,Compressor Stall,3,TRUE,Approach,Urban,Fatal,124,108,None,0.81,External,0.62
FL2913,31-08-2019,15:09:49,Boeing 737-800,15.3,58682,16285,TRUE,9695,397,Storm,9.5,21,0,FALSE,TRUE,Bird Strike,0,FALSE,Descent,Urban,Non-Fatal,0,116,Bird Strike,0.98,Mechanical Failure,0.78
FL0366,24-10-2020,02:27:19,Boeing 747-800,18.5,6714,18365,FALSE,35521,216,Fog,4.6,27,39,TRUE,TRUE,Compressor Stall,2,FALSE,Landing,Urban,Non-Fatal,0,263,Terrorism,0.76,Weather,0.88
FL4749,14-03-2019,02:20:43,Boeing 747-400,2.7,65332,4615,FALSE,11697,502,Clear,8.4,6,-9,FALSE,TRUE,Fuel System,3,FALSE,Takeoff,Ocean,Non-Fatal,0,68,Bird Strike,0.18,Mechanical Failure,0.7
FL7430,21-03-2021,12:28:19,Airbus A380,18.3,12221,11735,TRUE,3089,167,Storm,3,33,2,TRUE,TRUE,Compressor Stall,3,FALSE,Approach,Runway,Non-Fatal,0,349,Bird Strike,0.37,Mechanical Failure,0.74
FL0723,14-12-2023,17:00:53,Boeing 737-700,24.2,44606,2786,TRUE,33922,112,Snow,3.5,4,30,FALSE,TRUE,None,2,TRUE,Takeoff,Urban,Non-Fatal,0,223,Terrorism,0.12,Mechanical Failure,0.82
FL4143,21-01-2019,20:57:23,Boeing 767,17.3,24974,15860,TRUE,34971,375,Storm,3.1,22,42,TRUE,FALSE,Fuel System,0,FALSE,Takeoff,Runway,Minor,0,318,Terrorism,0.66,External,0.68
FL4010,22-02-2023,05:20:12,Airbus A321,10.7,6141,3483,TRUE,38404,124,Fog,1.1,31,9,FALSE,TRUE,Compressor Stall,5,TRUE,Approach,Ocean,Fatal,222,90,Bird Strike,0.18,External,0.04
FL7774,25-03-2019,21:56:39,Bombardier CRJ,14.1,25721,11618,TRUE,15424,494,Fog,13,10,11,TRUE,FALSE,None,3,TRUE,Approach,Runway,Non-Fatal,0,177,Terrorism,0.84,External,0.6
FL0293,11-08-2023,00:48:50,Airbus A320,1,36492,19521,TRUE,8435,101,Snow,6.9,27,29,TRUE,TRUE,Compressor Stall,4,TRUE,Climb,Ocean,Minor,0,77,Terrorism,0.55,External,0.79
FL3325,11-03-2023,10:01:28,Airbus A330,11.2,26500,9481,FALSE,518,345,Snow,12.2,25,-10,FALSE,TRUE,Compressor Stall,3,FALSE,Approach,Rural,Fatal,297,40,Bird Strike,0.95,External,0.32
FL2770,15-04-2022,15:50:46,Airbus A350,19,9894,7742,TRUE,12645,179,Fog,9.4,7,-5,FALSE,TRUE,None,5,TRUE,Landing,Urban,Non-Fatal,0,329,None,0.52,Weather,0.5
FL7120,20-09-2018,13:54:42,Boeing 737-700,1,39979,6751,TRUE,21798,497,Rain,6.2,19,36,TRUE,FALSE,None,1,FALSE,Descent,Runway,Fatal,170,2,None,0.87,Mechanical Failure,0.08
FL2328,17-10-2020,09:39:39,Embraer E175,2.2,49621,14748,FALSE,11233,466,Snow,1.9,1,-9,FALSE,FALSE,None,4,TRUE,Takeoff,Ocean,Minor,0,196,Bird Strike,0.73,External,0.32
FL3791,18-05-2019,12:28:07,Airbus A319,9.6,25580,8060,FALSE,24045,125,Storm,7.4,11,-3,FALSE,FALSE,Compressor Stall,3,FALSE,Cruise,Ocean,Non-Fatal,0,339,Bird Strike,0.69,ATC,0.76
FL8941,19-02-2023,15:29:04,Boeing 787,20.6,69925,8544,TRUE,9037,505,Rain,14.4,12,33,TRUE,FALSE,Compressor Stall,1,FALSE,Descent,Urban,Non-Fatal,0,84,None,0.5,Weather,0.54
FL0703,05-03-2022,17:39:15,Airbus A321,14.1,23391,9774,FALSE,10483,447,Fog,9.9,8,8,FALSE,TRUE,Bird Strike,5,TRUE,Landing,Runway,Fatal,30,164,Bird Strike,0.22,Human Error,0.01
FL2082,13-07-2024,06:04:17,Airbus A321,19.4,19435,17278,FALSE,10862,377,Rain,11.7,30,-15,FALSE,FALSE,Compressor Stall,5,TRUE,Takeoff,Urban,Fatal,64,106,None,0.27,Human Error,0.92
